Code,Name,Description,Alternate Code,Label List,Enable Inventory,Unit Of Measure,Barcode,Manufacturer Code,Brand,Is Manual Order Approval Needed,Height,Width,Length,Weight,Is Archived,Internal Notes,External Notes,Tax Code,Cost Price,Sell Price Ex Tax,Sell Price Inc Tax,Minimum Stock Quantity,Override Sales GL Account Code,Override Purchase GL Account Code,Is Auto Archive When No Stock Enabled,Is Excluded From Order Consolidation,BoM Weight Calculated From Components,Photo Identifier
"PR1284","Women's Quandary Joggers Utility Blue-S","Women's Quandary Joggers

Condition: New Brand

The classic Quandary Pants, now in a jogger silhouette. These multifunctional hiking pants are made of 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave; with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS) to resist light moisture, and 40+ UPF sun protection. The inseam is 28"".

Features:
Light, Technical Fabric Blend
Waistband Details
The lie-flat, knit waistband with an external drawcord provides a soft, snug fit and is treated with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control to keep things fresh
Pockets Hold Essentials
Two front pockets, two zippered thigh pockets, and one back-right pocket
Built for Mobility
Articulation on the calves boosts mobility
Hemostat/Carabiner Loop
Reinforced hemostat/carabiner loop on the front-right pocket
Cinched Cuffs; 28"" Inseam
Elasticated cuffs lend stylish versatility; inseam length is 28""
Country Of Origin
Made in Vietnam.

Material:
Body: 4.4-oz 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS), and 40+ UPF sun protection
Waistband: 6.3-oz 80% recycled nylon/20% spandex knit with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control
Fabrics are certified as bluesign® approved
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,183.48,211.00,0.0000,,,N,N,,SL1014.jpg;SL1014_2.jpg;SL1014_3.jpg
"PR1285","Women's Quandary Joggers Utility Blue-M","Women's Quandary Joggers

Condition: New Brand

The classic Quandary Pants, now in a jogger silhouette. These multifunctional hiking pants are made of 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave; with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS) to resist light moisture, and 40+ UPF sun protection. The inseam is 28"".

Features:
Light, Technical Fabric Blend
Waistband Details
The lie-flat, knit waistband with an external drawcord provides a soft, snug fit and is treated with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control to keep things fresh
Pockets Hold Essentials
Two front pockets, two zippered thigh pockets, and one back-right pocket
Built for Mobility
Articulation on the calves boosts mobility
Hemostat/Carabiner Loop
Reinforced hemostat/carabiner loop on the front-right pocket
Cinched Cuffs; 28"" Inseam
Elasticated cuffs lend stylish versatility; inseam length is 28""
Country Of Origin
Made in Vietnam.

Material:
Body: 4.4-oz 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS), and 40+ UPF sun protection
Waistband: 6.3-oz 80% recycled nylon/20% spandex knit with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control
Fabrics are certified as bluesign® approved
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,183.48,211.00,0.0000,,,N,N,,SL1014.jpg;SL1014_2.jpg;SL1014_3.jpg
"PR1286","Women's Quandary Joggers Utility Blue-L","Women's Quandary Joggers

Condition: New Brand

The classic Quandary Pants, now in a jogger silhouette. These multifunctional hiking pants are made of 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave; with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS) to resist light moisture, and 40+ UPF sun protection. The inseam is 28"".

Features:
Light, Technical Fabric Blend
Waistband Details
The lie-flat, knit waistband with an external drawcord provides a soft, snug fit and is treated with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control to keep things fresh
Pockets Hold Essentials
Two front pockets, two zippered thigh pockets, and one back-right pocket
Built for Mobility
Articulation on the calves boosts mobility
Hemostat/Carabiner Loop
Reinforced hemostat/carabiner loop on the front-right pocket
Cinched Cuffs; 28"" Inseam
Elasticated cuffs lend stylish versatility; inseam length is 28""
Country Of Origin
Made in Vietnam.

Material:
Body: 4.4-oz 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS), and 40+ UPF sun protection
Waistband: 6.3-oz 80% recycled nylon/20% spandex knit with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control
Fabrics are certified as bluesign® approved
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,183.48,211.00,0.0000,,,N,N,,SL1014.jpg;SL1014_2.jpg;SL1014_3.jpg
"PR1287","Women's Quandary Joggers Utility Blue-XL","Women's Quandary Joggers

Condition: New Brand

The classic Quandary Pants, now in a jogger silhouette. These multifunctional hiking pants are made of 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave; with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS) to resist light moisture, and 40+ UPF sun protection. The inseam is 28"".

Features:
Light, Technical Fabric Blend
Waistband Details
The lie-flat, knit waistband with an external drawcord provides a soft, snug fit and is treated with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control to keep things fresh
Pockets Hold Essentials
Two front pockets, two zippered thigh pockets, and one back-right pocket
Built for Mobility
Articulation on the calves boosts mobility
Hemostat/Carabiner Loop
Reinforced hemostat/carabiner loop on the front-right pocket
Cinched Cuffs; 28"" Inseam
Elasticated cuffs lend stylish versatility; inseam length is 28""
Country Of Origin
Made in Vietnam.

Material:
Body: 4.4-oz 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS), and 40+ UPF sun protection
Waistband: 6.3-oz 80% recycled nylon/20% spandex knit with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control
Fabrics are certified as bluesign® approved
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,183.48,211.00,0.0000,,,N,N,,SL1014.jpg;SL1014_2.jpg;SL1014_3.jpg
"PR1288","Women's Quandary Joggers Forge Grey-XS","Women's Quandary Joggers

Condition: New Brand

The classic Quandary Pants, now in a jogger silhouette. These multifunctional hiking pants are made of 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave; with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS) to resist light moisture, and 40+ UPF sun protection. The inseam is 28"".

Features:
Light, Technical Fabric Blend
Waistband Details
The lie-flat, knit waistband with an external drawcord provides a soft, snug fit and is treated with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control to keep things fresh
Pockets Hold Essentials
Two front pockets, two zippered thigh pockets, and one back-right pocket
Built for Mobility
Articulation on the calves boosts mobility
Hemostat/Carabiner Loop
Reinforced hemostat/carabiner loop on the front-right pocket
Cinched Cuffs; 28"" Inseam
Elasticated cuffs lend stylish versatility; inseam length is 28""
Country Of Origin
Made in Vietnam.

Material:
Body: 4.4-oz 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS), and 40+ UPF sun protection
Waistband: 6.3-oz 80% recycled nylon/20% spandex knit with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control
Fabrics are certified as bluesign® approved
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,260.00,299.00,0.0000,,,N,N,,SL1014_4.jpg;SL1014_5.jpg;SL1014_6.jpg
"PR1289","Women's Quandary Joggers Forge Grey-S","Women's Quandary Joggers

Condition: New Brand

The classic Quandary Pants, now in a jogger silhouette. These multifunctional hiking pants are made of 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave; with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS) to resist light moisture, and 40+ UPF sun protection. The inseam is 28"".

Features:
Light, Technical Fabric Blend
Waistband Details
The lie-flat, knit waistband with an external drawcord provides a soft, snug fit and is treated with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control to keep things fresh
Pockets Hold Essentials
Two front pockets, two zippered thigh pockets, and one back-right pocket
Built for Mobility
Articulation on the calves boosts mobility
Hemostat/Carabiner Loop
Reinforced hemostat/carabiner loop on the front-right pocket
Cinched Cuffs; 28"" Inseam
Elasticated cuffs lend stylish versatility; inseam length is 28""
Country Of Origin
Made in Vietnam.

Material:
Body: 4.4-oz 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS), and 40+ UPF sun protection
Waistband: 6.3-oz 80% recycled nylon/20% spandex knit with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control
Fabrics are certified as bluesign® approved
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,260.00,299.00,0.0000,,,N,N,,SL1014_4.jpg;SL1014_5.jpg;SL1014_6.jpg
"PR1290","Women's Quandary Joggers Forge Grey-M","Women's Quandary Joggers

Condition: New Brand

The classic Quandary Pants, now in a jogger silhouette. These multifunctional hiking pants are made of 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave; with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS) to resist light moisture, and 40+ UPF sun protection. The inseam is 28"".

Features:
Light, Technical Fabric Blend
Waistband Details
The lie-flat, knit waistband with an external drawcord provides a soft, snug fit and is treated with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control to keep things fresh
Pockets Hold Essentials
Two front pockets, two zippered thigh pockets, and one back-right pocket
Built for Mobility
Articulation on the calves boosts mobility
Hemostat/Carabiner Loop
Reinforced hemostat/carabiner loop on the front-right pocket
Cinched Cuffs; 28"" Inseam
Elasticated cuffs lend stylish versatility; inseam length is 28""
Country Of Origin
Made in Vietnam.

Material:
Body: 4.4-oz 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS), and 40+ UPF sun protection
Waistband: 6.3-oz 80% recycled nylon/20% spandex knit with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control
Fabrics are certified as bluesign® approved
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,260.00,299.00,0.0000,,,,,,SL1014_4.jpg;SL1014_5.jpg;SL1014_6.jpg
"PR1291","Women's Quandary Joggers Forge Grey-L","Women's Quandary Joggers

Condition: New Brand

The classic Quandary Pants, now in a jogger silhouette. These multifunctional hiking pants are made of 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave; with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS) to resist light moisture, and 40+ UPF sun protection. The inseam is 28"".

Features:
Light, Technical Fabric Blend
Waistband Details
The lie-flat, knit waistband with an external drawcord provides a soft, snug fit and is treated with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control to keep things fresh
Pockets Hold Essentials
Two front pockets, two zippered thigh pockets, and one back-right pocket
Built for Mobility
Articulation on the calves boosts mobility
Hemostat/Carabiner Loop
Reinforced hemostat/carabiner loop on the front-right pocket
Cinched Cuffs; 28"" Inseam
Elasticated cuffs lend stylish versatility; inseam length is 28""
Country Of Origin
Made in Vietnam.

Material:
Body: 4.4-oz 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS), and 40+ UPF sun protection
Waistband: 6.3-oz 80% recycled nylon/20% spandex knit with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control
Fabrics are certified as bluesign® approved
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,260.00,299.00,0.0000,,,N,N,,SL1014_4.jpg;SL1014_5.jpg;SL1014_6.jpg
"PR1292","Women's Quandary Joggers Forge Grey-XL","Women's Quandary Joggers

Condition: New Brand

The classic Quandary Pants, now in a jogger silhouette. These multifunctional hiking pants are made of 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave; with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS) to resist light moisture, and 40+ UPF sun protection. The inseam is 28"".

Features:
Light, Technical Fabric Blend
Waistband Details
The lie-flat, knit waistband with an external drawcord provides a soft, snug fit and is treated with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control to keep things fresh
Pockets Hold Essentials
Two front pockets, two zippered thigh pockets, and one back-right pocket
Built for Mobility
Articulation on the calves boosts mobility
Hemostat/Carabiner Loop
Reinforced hemostat/carabiner loop on the front-right pocket
Cinched Cuffs; 28"" Inseam
Elasticated cuffs lend stylish versatility; inseam length is 28""
Country Of Origin
Made in Vietnam.

Material:
Body: 4.4-oz 96% NetPlus® postconsumer recycled nylon made from recycled fishing nets to help reduce ocean plastic pollution/4% spandex plain weave with a durable water repellent (DWR) finish made without perfluorinated chemicals (PFCs/PFAS), and 40+ UPF sun protection
Waistband: 6.3-oz 80% recycled nylon/20% spandex knit with miDori™ bioSoft for added wicking and softness, and HeiQ® Pure odor control
Fabrics are certified as bluesign® approved
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,260.00,299.00,0.0000,,,N,N,,SL1014_4.jpg;SL1014_5.jpg;SL1014_6.jpg
"PR1293","Patagonia Women's Torrentshell 3L Rain Pants - Regular","Patagonia Women's Torrentshell 3L Rain Pants - Regular

Condition: New Brand

Simple and unpretentious, our trusted Torrentshell 3L Rain Pants meet Patagonia’s H2No® Performance Standard for exceptional waterproof/breathable performance. Torrentshell provides all-day comfort and long-lasting waterproof durability, and these 3-layer pants contain fabric, membrane and DWR finish that are made without perfluorinated chemicals (PFCs/PFAS). Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Waterproof/Breathable Face Fabric
Pocket Features
Two handwarmer pockets have mesh pocket bags and storm flaps
Cuff-to-Thigh Side Zips
Welted, two-way side zips extend from cuffs to thighs for easy pull-on over boots and they double as vents; partially elasticized cuffs adjust with a snap-tab closure
Inseam Lengths
Inseam is 32""; also available in 30"" inseam
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Vietnam.

Material:
H2No® Performance Standard shell made without perfluorinated chemicals (fabrics, membrane and finishes made without PFCs/PFAS): 3-layer, 3.5-oz 50-denier ECONYL® 100% recycled nylon ripstop face, a polycarbonate PU membrane with 13% biobased content, a tricot backer and a DWR finish
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron","SL1015",,Y,Each,,,"Patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1015.jpg;SL1015_2.jpg;SL1015_3.jpg;SL1015_4.jpg
"PR1294","Women's Torrentshell 3L Rain Pants - Regular Black-S","Women's Torrentshell 3L Rain Pants - Regular

Condition: New Brand

Simple and unpretentious, our trusted Torrentshell 3L Rain Pants meet Patagonia’s H2No® Performance Standard for exceptional waterproof/breathable performance. Torrentshell provides all-day comfort and long-lasting waterproof durability, and these 3-layer pants contain fabric, membrane and DWR finish that are made without perfluorinated chemicals (PFCs/PFAS). Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Waterproof/Breathable Face Fabric
Pocket Features
Two handwarmer pockets have mesh pocket bags and storm flaps
Cuff-to-Thigh Side Zips
Welted, two-way side zips extend from cuffs to thighs for easy pull-on over boots and they double as vents; partially elasticized cuffs adjust with a snap-tab closure
Inseam Lengths
Inseam is 32""; also available in 30"" inseam
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Vietnam.

Material:
H2No® Performance Standard shell made without perfluorinated chemicals (fabrics, membrane and finishes made without PFCs/PFAS): 3-layer, 3.5-oz 50-denier ECONYL® 100% recycled nylon ripstop face, a polycarbonate PU membrane with 13% biobased content, a tricot backer and a DWR finish
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,260.00,299.00,0.0000,,,N,N,,SL1015.jpg;SL1015_2.jpg;SL1015_3.jpg;SL1015_4.jpg
"PR1295","Women's Torrentshell 3L Rain Pants - Regular Black-M","Women's Torrentshell 3L Rain Pants - Regular

Condition: New Brand

Simple and unpretentious, our trusted Torrentshell 3L Rain Pants meet Patagonia’s H2No® Performance Standard for exceptional waterproof/breathable performance. Torrentshell provides all-day comfort and long-lasting waterproof durability, and these 3-layer pants contain fabric, membrane and DWR finish that are made without perfluorinated chemicals (PFCs/PFAS). Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Waterproof/Breathable Face Fabric
Pocket Features
Two handwarmer pockets have mesh pocket bags and storm flaps
Cuff-to-Thigh Side Zips
Welted, two-way side zips extend from cuffs to thighs for easy pull-on over boots and they double as vents; partially elasticized cuffs adjust with a snap-tab closure
Inseam Lengths
Inseam is 32""; also available in 30"" inseam
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Vietnam.

Material:
H2No® Performance Standard shell made without perfluorinated chemicals (fabrics, membrane and finishes made without PFCs/PFAS): 3-layer, 3.5-oz 50-denier ECONYL® 100% recycled nylon ripstop face, a polycarbonate PU membrane with 13% biobased content, a tricot backer and a DWR finish
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,260.00,299.00,0.0000,,,N,N,,SL1015.jpg;SL1015_2.jpg;SL1015_3.jpg;SL1015_4.jpg
"PR1296","Women's Torrentshell 3L Rain Pants - Regular Black-L","Women's Torrentshell 3L Rain Pants - Regular

Condition: New Brand

Simple and unpretentious, our trusted Torrentshell 3L Rain Pants meet Patagonia’s H2No® Performance Standard for exceptional waterproof/breathable performance. Torrentshell provides all-day comfort and long-lasting waterproof durability, and these 3-layer pants contain fabric, membrane and DWR finish that are made without perfluorinated chemicals (PFCs/PFAS). Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Waterproof/Breathable Face Fabric
Pocket Features
Two handwarmer pockets have mesh pocket bags and storm flaps
Cuff-to-Thigh Side Zips
Welted, two-way side zips extend from cuffs to thighs for easy pull-on over boots and they double as vents; partially elasticized cuffs adjust with a snap-tab closure
Inseam Lengths
Inseam is 32""; also available in 30"" inseam
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Vietnam.

Material:
H2No® Performance Standard shell made without perfluorinated chemicals (fabrics, membrane and finishes made without PFCs/PFAS): 3-layer, 3.5-oz 50-denier ECONYL® 100% recycled nylon ripstop face, a polycarbonate PU membrane with 13% biobased content, a tricot backer and a DWR finish
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,260.00,299.00,0.0000,,,N,N,,SL1015.jpg;SL1015_2.jpg;SL1015_3.jpg;SL1015_4.jpg
"PR1297","Women's Torrentshell 3L Rain Pants - Regular Black-XL","Women's Torrentshell 3L Rain Pants - Regular

Condition: New Brand

Simple and unpretentious, our trusted Torrentshell 3L Rain Pants meet Patagonia’s H2No® Performance Standard for exceptional waterproof/breathable performance. Torrentshell provides all-day comfort and long-lasting waterproof durability, and these 3-layer pants contain fabric, membrane and DWR finish that are made without perfluorinated chemicals (PFCs/PFAS). Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Waterproof/Breathable Face Fabric
Pocket Features
Two handwarmer pockets have mesh pocket bags and storm flaps
Cuff-to-Thigh Side Zips
Welted, two-way side zips extend from cuffs to thighs for easy pull-on over boots and they double as vents; partially elasticized cuffs adjust with a snap-tab closure
Inseam Lengths
Inseam is 32""; also available in 30"" inseam
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Vietnam.

Material:
H2No® Performance Standard shell made without perfluorinated chemicals (fabrics, membrane and finishes made without PFCs/PFAS): 3-layer, 3.5-oz 50-denier ECONYL® 100% recycled nylon ripstop face, a polycarbonate PU membrane with 13% biobased content, a tricot backer and a DWR finish
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,260.00,299.00,0.0000,,,N,N,,SL1015.jpg;SL1015_2.jpg;SL1015_3.jpg;SL1015_4.jpg
"PR1298","Women's Torrentshell 3L Rain Pants - Regular Black-XXL","Women's Torrentshell 3L Rain Pants - Regular

Condition: New Brand

Simple and unpretentious, our trusted Torrentshell 3L Rain Pants meet Patagonia’s H2No® Performance Standard for exceptional waterproof/breathable performance. Torrentshell provides all-day comfort and long-lasting waterproof durability, and these 3-layer pants contain fabric, membrane and DWR finish that are made without perfluorinated chemicals (PFCs/PFAS). Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Waterproof/Breathable Face Fabric
Pocket Features
Two handwarmer pockets have mesh pocket bags and storm flaps
Cuff-to-Thigh Side Zips
Welted, two-way side zips extend from cuffs to thighs for easy pull-on over boots and they double as vents; partially elasticized cuffs adjust with a snap-tab closure
Inseam Lengths
Inseam is 32""; also available in 30"" inseam
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Vietnam.

Material:
H2No® Performance Standard shell made without perfluorinated chemicals (fabrics, membrane and finishes made without PFCs/PFAS): 3-layer, 3.5-oz 50-denier ECONYL® 100% recycled nylon ripstop face, a polycarbonate PU membrane with 13% biobased content, a tricot backer and a DWR finish
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Cool Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,260.00,299.00,0.0000,,,N,N,,SL1015.jpg;SL1015_2.jpg;SL1015_3.jpg;SL1015_4.jpg
"PR1299","Patagonia Men's Water People Organic Pocket T-Shirt","Patagonia Men's Water People Organic Pocket T-Shirt

Condition: New Brand

The Water People collection celebrates Patagonia’s unique history that includes surfers who climb and climbers who surf. This everyday-weight pocket T-shirt is made with organic cotton, and it uses 84% less water and creates 16% less CO2 than a conventional cotton T-shirt. Made in a Fair Trade Certified™ factory.

Features:
Organic Cotton Fabric
Pocket Crew
Built for Comfort and Fit
Hem Details
This T-shirt has a straight hem and can be worn tucked or untucked
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Mexico.

Material:
4.6-oz 100% organic cotton jersey
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Cold, Do Not Bleach, Tumble Dry Low, Warm Iron","SL1016",,Y,Each,,,"Patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1016.jpg;SL1016_2.jpg;SL1016_3.jpg;SL1016_4.jpg
"PR1300","Men's Water People Organic Pocket T-Shirt Pufferfish Gold-M","Women's Iron Forge™ Double Knee Pants - Regular

Condition: New Brand

The durable foundation of our Workwear line, these heavy-duty, double-knee work pants are made from our innovative 12.9-oz Iron Forge Hemp™ canvas, which is 25% more abrasion resistant than conventional cotton duck canvas and needs no break-in. Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
Hardworking yet Easy-wearing and Breathable Fabric
Contoured Waist with Five Belt Loops and Cinch Strap at Back
Sturdy Zip Fly with Button Closure
Two Front Drop-in Pockets with Gussets for Clip-on Tools
Two Deep Drop-in Back Pockets
Double-fabric Knees
Wide Pant Legs
Country Of Origin
Made in Sri Lanka.

Material:
12.9-oz 55% industrial hemp/27% recycled polyester/18% organic cotton canvas
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1016.jpg;SL1016_2.jpg;SL1016_3.jpg;SL1016_4.jpg
"PR1301","Men's Water People Organic Pocket T-Shirt Pufferfish Gold-L","Women's Iron Forge™ Double Knee Pants - Regular

Condition: New Brand

The durable foundation of our Workwear line, these heavy-duty, double-knee work pants are made from our innovative 12.9-oz Iron Forge Hemp™ canvas, which is 25% more abrasion resistant than conventional cotton duck canvas and needs no break-in. Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
Hardworking yet Easy-wearing and Breathable Fabric
Contoured Waist with Five Belt Loops and Cinch Strap at Back
Sturdy Zip Fly with Button Closure
Two Front Drop-in Pockets with Gussets for Clip-on Tools
Two Deep Drop-in Back Pockets
Double-fabric Knees
Wide Pant Legs
Country Of Origin
Made in Sri Lanka.

Material:
12.9-oz 55% industrial hemp/27% recycled polyester/18% organic cotton canvas
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1016.jpg;SL1016_2.jpg;SL1016_3.jpg;SL1016_4.jpg
